,과목명,교수명,수업코드,수강후기,평점
74,컴퓨터구조,박성주,22727,솔직히 실강 너어어어무 집중 안됐다 ㅋㅋㅋ 텐모어~그래도 성적은 잘받았으니 4점!,4.00
75,컴퓨터구조,박성주,22727,수업 안 듣고 (정확히는 들을려고 노력해도 집중이 정말 힘듬...)전날 과제만 외워서 A+중요한 과목에서 지식을 못얻어가는게 아쉽지만교수님 자체는 착하시고 학점 잘주시기에 별점이 올라가는 것은 어쩔수가 없다...,4.00
76,컴퓨터구조,박성주,22727,싸강이라  실강에선 어떨지모르겠는데학점 퍼줌,5.00
77,컴퓨터구조,박성주,22727,그의 명대사 I need ten more  교수님 성격 너무 좋으신데 본인은 영어 수업 집중이 너무 힘들었음. 시험은 과제서 대부분 나옴. 과제 만점인디 자만해서 안보다가 시험볼때 탈탈털림,4.00
78,컴퓨터구조,박성주,22727,"밑에 수강평 개웃기네ㅋㅋㅋㅋㅋㅋㅋㅋㅋ쿠ㅜㅜㅜㅜㅜ 교수님에 대한 분노로 가득차있다가 기말고사때 시험치고 나가는 학생들 한명한명한테 수업은 어땠냐, 들을만 했는지 힘든점은 없었는지 물어보시는거 보고 마음 사르르... 하지만 영어강의는 포기해줘요 교수님",4.00
79,컴퓨터구조,박성주,22727,twenty moremore 프로쎄서프로쎄서 이스 사이클 모아모어 프레보트 알유 언더스탠느,4.00
80,컴퓨터구조,박성주,22727,"성적은  시험기간 저에 빠싹 해서 잘 받았지만, 진짜 영어강의 집중안되고 듣는 내내 힘들었음...",3.00
81,컴퓨터구조,박성주,22727,영어전용으로 안했으면 하는 바램... 교수님의  레지스터 소리를 5번연속으로 들었다면 현타오는 자신을 발견함 학점은 잘주심,2.00
82,컴퓨터구조,박성주,22727,이번학기 90퍼는 과제에서 낸다고 말하시고 그렇게 나왔음 나머지10퍼는 수업 시간에 강조하신 부분에서 나옴 강의력이 좋진 않고 영강이 아니였으면 훨씬 더 재미를 붙이고 흥미를 가졌을만한 과목이였을듯 아이 니드 텐 모~,2.00
83,컴퓨터구조,박성주,22727,교수님의 반복학습에 그만... 저도 암기를 해버렸습니다...,5.00
84,컴퓨터구조,박성주,22727,"타과학생인데, 시험날 전부 족보보더라구요. 족보없으면 듣지마세요",3.00
85,컴퓨터구조,박성주,22727,거의 매주 연습문제풀기 과제를 내주시긴하지만 시험문제가 거기서 많이 나오기때문에 매주 미리미리 해놓으면 시험기간에 편해요. 시험은 족보+수업시간에 매우 강조하신부분+과제(연습문제) 에서 다 나온다고 보시면 되요.,5.00
86,컴퓨터구조,박성주,22727,매우 친절하신 교수님. 이 나이때 이런 교수님 흔치 않음.,5.00
87,컴퓨터구조,박성주,22727,족보가 매우 흔하게 돌아다니고 매우비슷.학점은 깐깐하게 주시고 수업은 열정적으로 하시나 소수만 수업을 열심히 들음,3.00
88,컴퓨터구조,박성주,22727,열심히 하는만큼 나오고 숙제들중에서만 변형해서 나옴,5.00
89,컴퓨터구조,박성주,22727,"교수님이 중요하다고 생각하는 부분은 계속 반복해서 몇번이고 설명해 주시기 때문에 이해하기 쉬웠다.과제는 한 챕터당 1개씩이 나간다고 보면 된다. 한 학기에 총 7개의 과제가 나가는데, 시험보기 전주쯔음 해서 과제를 돌려주시고 솔루션을 보여주신다. 그 솔루션을 찍어놓고 시험보기 전날에 솔루션만 외워가면 된다. 솔루션을 보여준 문제만 나오는 것은 아니지만 대다수를 차지한다. 나머지는 개념을 묻는 문제가 나오는데, 이건 딱 봐도 나올것같다 하는 문제가 나오니깐 필수적인 개념은 암기가 필요하다.시험은 매우 쉬운편이기 때문에 학점은 칼같이 잘라서 주시는데, 중간고사와 기말고사를 실수하지 않고 잘 봐서 평균 97점대 이상이면 안정적인 A+이 나온다고 보면 된다.",5.00
90,컴퓨터구조,박성주,22727,과제내주는거 열심히 풀어보면 되요문제는 살짝 변형해서 냅니다,5.00
91,컴퓨터구조,박성주,22727,"과제는 보통 1주일에 챕터 끝나면 5문제 정도 나오구요. 시험 전주에 솔루션 알려주셔서 푼거 정답확인 해볼 수 있습니다. 시험문제는 10문제 정도인데, 2문제 정도는 책의 개념 묻는 게 나오고, 나머지는 연습문제를 살짝 변형해서 내십니다. 약간 너무 반복(?)을 하셔서 지루하기도 한데, 그래도 교수님이 친절하시고 좋으신 분인거같아여.",4.00
92,컴퓨터구조,박성주,22727,재미있는 수업은 아니지만 반드시 들어야하는 수업시험은 과제 응용인데 많이 풀어봐야함,4.00
93,컴퓨터구조,박성주,22727,과제는 보통 주에 한 번 나오고 학점은 절대평가인데 진짜 절대평가 기준으로 주는듯 들리는 얘기로는 시험 95점 이상 나와야 a+이라고.....,4.00
94,컴퓨터구조,박성주,22727,과제는 챕터 끝날 때마다 나오고 시험 전 수업에서 솔루션 보여주심 그거 외워서 시험보고 절평이라 시험 점수에 따라 학점 주시는데 칼같이 잘라서 주시기 때문에 중간기말 둘 다 잘 봐야 함,3.00
95,컴퓨터구조,박성주,22727,과제만 열심히 하면 점수 잘 받을수 있어요 근데 과제만 달달 외워선 안되고 응용까지 가능해야함 점수 은근 짜게 주심,4.00
96,프로그래밍언어론,이우석,22729,과제도 생각보단 많고 처음 배운 언어엿지만 찾으면서 공부하다보면 나름 할만한 수준,4.00
97,프로그래밍언어론,이우석,22729,피엘 배워두면 진짜 간간히 기본 지식으로 많이 등장해서 좋음과제 빡세기는 한데 족보 타서 정 힘들면 족보 쓰면 되고시험은 쉬웠음.. 중간 범위까지만 강의 듣고 아예 버렸는데기말고사 성적 상위 30%라 놀람출석 10퍼라 거의 반영 안 되고 시험 성적도 다들 엇비슷하니까과제에 무게를 많이 두는 걸 추천함아니면 과제 좀 부분점수 까이더라도 시간 아껴서시험 잘보면 에이플 가능,5.00
98,프로그래밍언어론,이우석,22729,Ocaml이라는 완전 처음 접하는 언어를 배우게 됨. 진짜 어렵지만 강의 꾸준히 잘 들으면 시험문제 풀 때는 잘 풀 수 있음. 다만 진짜 문제는 과제임. 과제 비중이 시험보다 높은데 과제가 엄청 어려움. 그래도 절대평가라서 그런가 학점은 나름 잘 주심. 전반적으로 어려운 수업이었지만 학점 후하게 주시길래 만족하고 감.,5.00
99,프로그래밍언어론,이우석,22729,"내가 열심히 안 해서 할 말은 없지만, 전달할거는 모두 전달 해주시고 수업 내용에 충실한 편이다. 과제는 몰아서 하기는 어려운 수준이었고 시험은 평소에 수업 잘 들었으면 70점 이상은 나오는 수준이었다.",4.00
100,프로그래밍언어론,이우석,22729,"OCAML 언어 사용하는데, 완전 비주류 언어라서 개발 환경 구축이 어려움.스택오버플로같은 해외 개발자 커뮤니티에서도 거의 해답을 구하기 어려움.윈도우용 개발 환경 구축 가이드를 올려주긴 했는데, 옛날거라서 요즘은 아예 윈도우 지원 막히고 업데이트 안됨.윈도우로 하려면 어떻게든 구버젼을 받고, 이클립스도 그에 해당하는 구버젼(2017~2018)을 구해서 연동해야 되는 등...윈도우에선 거의 불가능하다고 보면 됨.강의 시작 한달이 지나고 과제가 두번이 나갔는데도 개발 환경 에러 질문하는 사람들 많았음.과제 1~5 점수 모두 공개해주는데 1부터 절반 이상이 0점이고, 과제 5는 걍 2/3이 0점임.리눅스 기반으로 하면 되지 않냐고? 맞는말이긴 한데, 애초에 파이썬이나 자바로 하면 더 편하고 쉬운 길이 아닐까 싶다.그리고 교수님 영어 발음 너무 구려서 집중해서 듣기 힘들다.",1.00
101,프로그래밍언어론,이우석,22729,시험은 강의 슬라이드에 있는 예제보다 쉽습니다. 수업 내용이 진입 장벽이 높긴 하지만 교수님 정말 잘 가르치시고 피드백도 빠릅니다.과제도 수업만 잘 들으면 가능합니다.과제 언어는 OCaml 인데 미리 개발환경 만드시고 익숙해지시는게 좋을것같습니다. 함수형 프로그래밍 언어여서 기존언어랑은 개발 방식이 달라요. 짜투리 이론같은건 ox 퀴즈로 많이 나오는데 은근 비중크니까 꼭 보고 가세요,5.00
102,프로그래밍언어론,이우석,22729,나름 재미있었고 시험은 망쳐도 다같이 망치니까 괜춘하더라 ㅎ,5.00
103,프로그래밍언어론,이우석,22729,오캐멀 새로운언어 다루는데 하다보면 재밌어요 과제가 2~3주마다 나와서 힘들긴한데 과제만 잘해도 한번보는 기말시험 망쳐도 에이제로 가능해요 교수님 친절하셔요 굿,4.00
104,프로그래밍언어론,이우석,22729,기말 120점만점에 40점나와도 A를 받는 절대평가 과목이 있다?함수형프로그래밍 꿀잼임 한번쯤은 배워볼만함,5.00
105,프로그래밍언어론,이우석,22729,교수님이 친절하시고 수업준비도 잘해오심영어 수업인데 한국어로도 설명해주셔서 고마움과제가 총 다섯번 ㅠㅠ 힘들긴 하지만 다 하면 학점은 잘 받을 수 있음,4.00
106,프로그래밍언어론,이우석,22729,과제 총 5개고 과제만 거의 다풀고 시험 망쳐도 점수 잘나옴,5.00
107,피지컬컴퓨팅,최인경,22760,평범한 IC PBL 프로젝트 강의 아두이노로 직접 제작하는거라 재미는 있어요 성실하게 하면 학점은 잘 받을듯... 다만 비용이 약간 들어요,4.00
108,피지컬컴퓨팅,최인경,22760,돈이 너무 많이 들어감 현질강의 돈 많으면 들으셈,2.00
109,피지컬컴퓨팅,최인경,22760,수업은 재밌었고 아두이노를 처음 배웠는데도 쉬운 편!팀플이 좀 빡세고 돈도 많이 들어가긴 하지만 배우는게 많았다,5.00
110,피지컬컴퓨팅,최인경,22760,교수님이 피드백 할때마다 원하는 점을 말하시는데 그냥 그대로 하면됨,5.00
111,피지컬컴퓨팅,최인경,22760,"팀플로 한학기 고생했지만 결과물 보면 또 뿌듯하고,,팀원 잘 만나야 합니다 교수님 피드백해주시는 방향대로 하시는 게 학점받기 수월할 듯 나름 재밌었던 과목",4.00
112,피지컬컴퓨팅,최인경,22760,"우선 PBL수업임2019년 1학기의 경우 주제가 아두이노를 활용해 20~30대 또는 실버세대를 위한 제품 제작하기(정확히 뭘 만들어야 했는지 기억이 안나서 일단 제품이라고 퉁침)였음7주차 정도까지는 아두이노에 대한 기본 학습+조원들과 의견 나누기 위주로 진행되었음. 이때 퀴즈를 2번정도 보는데 퀴즈라고 해서 지필시험이 아니라 교수님이 피피티에 이런 식의 결과가 나타나도록 코딩하세요~류의 문제를 주심. 그럼 그걸 코딩해서 교수님한테 바로 검사맡으면 됨. 그게 퀴즈였음. 그 이후부터는 본격 만들기에 도입하게 됨. 간간히 회의록 제출과 발표는 총 3번 있었던 것 같음. 초기 아이디어, 수정된 아이디어, 최종 발표 이렇게 세번. 그리고 주어진 재료가 아두이노+기초 선 밖에 없기 때문에 재료비도 좀 세게 나가는 수업같음...나는 다른 조에 비하면 그렇게까지 많이 나간건 아닌 것 같은데 다른 조들 들어보면 좀 세게 깨지는 조도 있다고 들었음. 그래도 뭔가 나는 아두이노를 새롭게 도전해보고 싶다! 뭔가 만드는 것을 좋아한다 싶으면 들어보는걸 추천.교수님 피드백 따라가는거랑 조원 잘 만나야 하는게 이 수업에서 가장 중요한 것 같음^^*",5.00
113,피지컬컴퓨팅,최인경,22760,전공 수업이고 3 학점 PBL 과목임. PBL이라 절대평가임. 언어랑 기기는 아두이노 쓰고 팀 프로젝트가 대부분임,5.00
114,피지컬컴퓨팅,최인경,22760,정말 팀원만 잘 만나면  괜찮지만 그렇지 못하면 매번 고통받습니다. 교수님이 피드백해주신 대로 하는 편이 좋습니다. 취향 잘 맞춰야해요,3.00
115,피지컬컴퓨팅,최인경,22760,"이 과목은 무조건 팀원을 잘만나야 하는 강의 입니다. 팀원을 고를 때에는 팀원이 끌고가는 타입인지, 아니면 밀어주는 타입인지를 확인하고 본인과 맞는 사람을 고르시면 되겠습니다. 마지막 전시가 점수의 대부분을 차지하게 때문에 문서작업은 매주하긴 하지만 비중이 그리 높다는 생각은 들지 않습니다. 다만 전시가 비중이 높기 때문에 점수를 잘 받고 싶다면 자기자신을 내려놓고 교수님의 피드백에 최대한 맞춰서 진행하면 점수받기가 수월합니다.",5.00
116,피지컬컴퓨팅,최인경,22760,PBL과목이라 시험은 없고  프로젝트로 점수나왔어요. 아두이노로 제품만들어내고 전시까지해서 어려웠어요.,5.00
117,인간-컴퓨터시스템설계,경규형,22764,학생에 대한 배려가 없고 캡스톤을 하라는건지 공부를 하라는건지 하나 같이 어중간하다. 강의도 대충 녹화하고 시험은 어렵고 시험전날에 오픈북아니라고 알려주는 교수님,1.00
118,인간-컴퓨터시스템설계,경규형,22764,현재 듣는 중임.아직 성적을 안받는 상태라 성적에 대해서는 제외하고온라인 수업 진짜 이건 아니라고 생각함온라인 녹강으로 보통 하는데 강의 질이 진짜 형편 없음한 주에 40페이지 넘는 피피티가 올라오고 그냥 넘기고 알아서 공부하라는식 설명.성적을 잘 주고 안 주고를 떠나서 이 강의는 듣는게 아님.어떤 걸 설명한다고 하고 막상 제대로 된 설명 없이 애매하게 넘어감.설명력 자체가 형편 없는 듯 싶음. 그나마 몇개 해주는 설명도 녹강이면 준비하고 여러번 정정할 수 있을텐데 내가 볼 때는 그냥 오늘 강의 대충 때우고 올려야지 이런 생각 갖고 하는거 같음.,1.00
